modelId,downloads,likes,license,tags,keywords_found,readme_length,url
thenlper/gte-large,910214,293,mit,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'openvino', 'bert', 'mteb', 'sentence-similarity', 'Sentence Transformers', 'en', 'arxiv:2308.03281', 'license:mit', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],81817,https://huggingface.co/thenlper/gte-large
minishlab/potion-base-32M,899914,18,mit,"['model2vec', 'onnx', 'safetensors', 'embeddings', 'static-embeddings', 'mteb', 'sentence-transformers', 'license:mit', 'model-index', 'region:us']",['eval'],358629,https://huggingface.co/minishlab/potion-base-32M
OpenMed/OpenMed-NER-PharmaDetect-BigMed-278M,867678,2,apache-2.0,"['transformers', 'safetensors', 'xlm-roberta', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'chemical-entity-recognition', 'drug-discovery', 'pharmacology', 'biocuration', 'chem', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],613,https://huggingface.co/OpenMed/OpenMed-NER-PharmaDetect-BigMed-278M
dunzhang/stella-mrl-large-zh-v3.5-1792d,793171,50,mit,"['sentence-transformers', 'pytorch', 'safetensors', 'bert', 'feature-extraction', 'sentence-similarity', 'mteb', 'arxiv:2205.13147', 'license:mit', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],33048,https://huggingface.co/dunzhang/stella-mrl-large-zh-v3.5-1792d
OpenMed/OpenMed-NER-GenomicDetect-PubMed-109M,772741,2,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-PubMed-109M
deepset/roberta-base-squad2,727434,927,cc-by-4.0,"['transformers', 'pytorch', 'tf', 'jax', 'rust', 'safetensors', 'roberta', 'question-answering', 'en', 'dataset:squad_v2', 'base_model:FacebookAI/roberta-base', 'base_model:finetune:FacebookAI/roberta-base', 'license:cc-by-4.0', 'model-index', 'endpoints_compatible', 'region:us', 'deploy:azure']",['adversarial'],3846,https://huggingface.co/deepset/roberta-base-squad2
nomic-ai/nomic-embed-text-v1,724418,545,apache-2.0,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'nomic_bert', 'feature-extraction', 'sentence-similarity', 'mteb', 'transformers', 'transformers.js', 'custom_code', 'en', 'arxiv:2402.01613', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",['eval'],82105,https://huggingface.co/nomic-ai/nomic-embed-text-v1
thenlper/gte-small,715479,173,mit,"['sentence-transformers', 'pytorch', 'tf', 'coreml', 'onnx', 'safetensors', 'openvino', 'bert', 'mteb', 'sentence-similarity', 'Sentence Transformers', 'en', 'arxiv:2308.03281', 'license:mit', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],82026,https://huggingface.co/thenlper/gte-small
airesearch/wav2vec2-large-xlsr-53-th,687629,27,cc-by-sa-4.0,"['transformers', 'pytorch', 'wav2vec2', 'automatic-speech-recognition', 'audio', 'hf-asr-leaderboard', 'robust-speech-event', 'speech', 'xlsr-fine-tuning', 'th', 'dataset:common_voice', 'doi:10.57967/hf/0404', 'license:cc-by-sa-4.0', 'model-index', 'endpoints_compatible', 'region:us']",['robust'],1074,https://huggingface.co/airesearch/wav2vec2-large-xlsr-53-th
comodoro/wav2vec2-xls-r-300m-cs-250,626670,3,apache-2.0,"['transformers', 'pytorch', 'safetensors', 'wav2vec2', 'automatic-speech-recognition', 'generated_from_trainer', 'hf-asr-leaderboard', 'mozilla-foundation/common_voice_8_0', 'robust-speech-event', 'xlsr-fine-tuning-week', 'cs', 'dataset:mozilla-foundation/common_voice_8_0', 'dataset:ovm', 'dataset:pscr', 'dataset:vystadial2016', 'base_model:facebook/wav2vec2-xls-r-300m', 'base_model:finetune:facebook/wav2vec2-xls-r-300m', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'region:us']","['robust', 'eval']",1370,https://huggingface.co/comodoro/wav2vec2-xls-r-300m-cs-250
OpenMed/OpenMed-NER-PharmaDetect-ModernClinical-149M,609133,3,apache-2.0,"['transformers', 'safetensors', 'modernbert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'chemical-entity-recognition', 'drug-discovery', 'pharmacology', 'biocuration', 'chem', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],613,https://huggingface.co/OpenMed/OpenMed-NER-PharmaDetect-ModernClinical-149M
kingabzpro/wav2vec2-large-xls-r-300m-Urdu,604086,13,apache-2.0,"['transformers', 'safetensors', 'wav2vec2', 'automatic-speech-recognition', 'generated_from_trainer', 'hf-asr-leaderboard', 'robust-speech-event', 'ur', 'dataset:mozilla-foundation/common_voice_8_0', 'base_model:facebook/wav2vec2-xls-r-300m', 'base_model:finetune:facebook/wav2vec2-xls-r-300m', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'region:us']",['robust'],729,https://huggingface.co/kingabzpro/wav2vec2-large-xls-r-300m-Urdu
OpenMed/OpenMed-NER-BloodCancerDetect-TinyMed-65M,598485,0,apache-2.0,"['transformers', 'safetensors', 'distilbert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'leukemia', 'hematology', 'cancer', 'clinical-medicine', 'cl', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],529,https://huggingface.co/OpenMed/OpenMed-NER-BloodCancerDetect-TinyMed-65M
OpenMed/OpenMed-NER-GenomicDetect-BigMed-560M,539270,1,apache-2.0,"['transformers', 'safetensors', 'xlm-roberta', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-BigMed-560M
Snowflake/snowflake-arctic-embed-m,530328,162,apache-2.0,"['sentence-transformers', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'sentence-similarity', 'mteb', 'arctic', 'snowflake-arctic-embed', 'transformers.js', 'arxiv:2407.18887', 'arxiv:2405.05374', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",['eval'],91972,https://huggingface.co/Snowflake/snowflake-arctic-embed-m
OpenMed/OpenMed-NER-PharmaDetect-BioPatient-108M,452357,1,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'chemical-entity-recognition', 'drug-discovery', 'pharmacology', 'biocuration', 'chem', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],613,https://huggingface.co/OpenMed/OpenMed-NER-PharmaDetect-BioPatient-108M
OpenMed/OpenMed-NER-BloodCancerDetect-ElectraMed-560M,450708,1,apache-2.0,"['transformers', 'safetensors', 'xlm-roberta', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'leukemia', 'hematology', 'cancer', 'clinical-medicine', 'cl', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],529,https://huggingface.co/OpenMed/OpenMed-NER-BloodCancerDetect-ElectraMed-560M
hkunlp/instructor-xl,438757,580,apache-2.0,"['sentence-transformers', 'pytorch', 't5', 'text-embedding', 'embeddings', 'information-retrieval', 'beir', 'text-classification', 'language-model', 'text-clustering', 'text-semantic-similarity', 'text-evaluation', 'prompt-retrieval', 'text-reranking', 'feature-extraction', 'sentence-similarity', 'transformers', 'English', 'Sentence Similarity', 'natural_questions', 'ms_marco', 'fever', 'hotpot_qa', 'mteb', 'en', 'arxiv:2212.09741', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-generation-inference', 'region:us', 'deploy:azure']","['eval', 'evaluation']",78368,https://huggingface.co/hkunlp/instructor-xl
OpenMed/OpenMed-NER-GenomicDetect-PubMed-335M,432665,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-PubMed-335M
intfloat/e5-large,417592,78,mit,"['sentence-transformers', 'pytorch', 'safetensors', 'bert', 'mteb', 'Sentence Transformers', 'sentence-similarity', 'en', 'arxiv:2212.03533', 'arxiv:2104.08663', 'arxiv:2210.07316', 'license:mit', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],81881,https://huggingface.co/intfloat/e5-large
mixedbread-ai/mxbai-edge-colbert-v0-17m,398499,24,apache-2.0,"['PyLate', 'safetensors', 'modernbert', 'feature-extraction', 'ColBERT', 'sentence-transformers', 'sentence-similarity', 'generated_from_trainer', 'transformers', 'en', 'arxiv:2510.14880', 'arxiv:2510.12327', 'license:apache-2.0', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",['eval'],25247,https://huggingface.co/mixedbread-ai/mxbai-edge-colbert-v0-17m
NovaSearch/stella_en_400M_v5,389010,227,mit,"['sentence-transformers', 'pytorch', 'safetensors', 'new', 'feature-extraction', 'mteb', 'transformers', 'sentence-similarity', 'custom_code', 'arxiv:2412.19048', 'arxiv:2205.13147', 'license:mit', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",['eval'],214976,https://huggingface.co/NovaSearch/stella_en_400M_v5
Datadog/Toto-Open-Base-1.0,369083,128,apache-2.0,"['transformers', 'safetensors', 'time-series-forecasting', 'foundation models', 'pretrained models', 'time series foundation models', 'time series', 'time-series', 'timeseries', 'forecasting', 'observability', 'dataset:Salesforce/GiftEvalPretrain', 'dataset:autogluon/chronos_datasets', 'arxiv:2505.14766', 'license:apache-2.0', 'endpoints_compatible', 'region:us']",['eval'],528,https://huggingface.co/Datadog/Toto-Open-Base-1.0
indonesian-nlp/wav2vec2-indonesian-javanese-sundanese,368536,11,apache-2.0,"['transformers', 'pytorch', 'wav2vec2', 'automatic-speech-recognition', 'audio', 'hf-asr-leaderboard', 'id', 'jv', 'robust-speech-event', 'speech', 'su', 'sun', 'dataset:mozilla-foundation/common_voice_7_0', 'dataset:openslr', 'dataset:magic_data', 'dataset:titml', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'region:us']","['robust', 'eval']",1667,https://huggingface.co/indonesian-nlp/wav2vec2-indonesian-javanese-sundanese
dragonkue/BGE-m3-ko,177901,64,apache-2.0,"['sentence-transformers', 'safetensors', 'xlm-roberta', 'sentence-similarity', 'feature-extraction', 'generated_from_trainer', 'ko', 'en', 'arxiv:2212.03533', 'arxiv:1908.10084', 'arxiv:2402.03216', 'base_model:BAAI/bge-m3', 'base_model:finetune:BAAI/bge-m3', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",['eval'],6799,https://huggingface.co/dragonkue/BGE-m3-ko
jinaai/jina-embeddings-v2-base-en,168846,730,apache-2.0,"['sentence-transformers', 'pytorch', 'coreml', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'sentence-similarity', 'mteb', 'custom_code', 'en', 'dataset:allenai/c4', 'arxiv:2108.12409', 'arxiv:2310.19923', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'region:us']",['eval'],82003,https://huggingface.co/jinaai/jina-embeddings-v2-base-en
Snowflake/snowflake-arctic-embed-m-v2.0,166361,93,apache-2.0,"['sentence-transformers', 'onnx', 'safetensors', 'gte', 'feature-extraction', 'sentence-similarity', 'mteb', 'arctic', 'snowflake-arctic-embed', 'transformers.js', 'custom_code', 'af', 'ar', 'az', 'be', 'bg', 'bn', 'ca', 'ceb', 'cs', 'cy', 'da', 'de', 'el', 'en', 'es', 'et', 'eu', 'fa', 'fi', 'fr', 'gl', 'gu', 'he', 'hi', 'hr', 'ht', 'hu', 'hy', 'id', 'is', 'it', 'ja', 'jv', 'ka', 'kk', 'km', 'kn', 'ko', 'ky', 'lo', 'lt', 'lv', 'mk', 'ml', 'mn', 'mr', 'ms', 'my', 'ne', 'nl', 'pa', 'pl', 'pt', 'qu', 'ro', 'ru', 'si', 'sk', 'sl', 'so', 'sq', 'sr', 'sv', 'sw', 'ta', 'te', 'th', 'tl', 'tr', 'uk', 'ur', 'vi', 'yo', 'zh', 'arxiv:2412.04506', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],333125,https://huggingface.co/Snowflake/snowflake-arctic-embed-m-v2.0
Snowflake/snowflake-arctic-embed-s,156829,23,apache-2.0,"['sentence-transformers', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'sentence-similarity', 'mteb', 'arctic', 'snowflake-arctic-embed', 'transformers.js', 'arxiv:2407.18887', 'arxiv:2405.05374', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],91824,https://huggingface.co/Snowflake/snowflake-arctic-embed-s
TaylorAI/bge-micro-v2,152631,53,mit,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'sentence-similarity', 'transformers', 'mteb', 'license:mit', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],82116,https://huggingface.co/TaylorAI/bge-micro-v2
ai-forever/ru-en-RoSBERTa,148261,59,mit,"['sentence-transformers', 'safetensors', 'roberta', 'feature-extraction', 'mteb', 'transformers', 'ru', 'en', 'arxiv:2408.12503', 'base_model:ai-forever/ruRoberta-large', 'base_model:finetune:ai-forever/ruRoberta-large', 'license:mit', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],60802,https://huggingface.co/ai-forever/ru-en-RoSBERTa
avsolatorio/GIST-Embedding-v0,148175,29,mit,"['sentence-transformers', 'pytorch', 'safetensors', 'bert', 'feature-extraction', 'mteb', 'sentence-similarity', 'en', 'arxiv:2402.16829', 'arxiv:2212.09741', 'license:mit', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],141226,https://huggingface.co/avsolatorio/GIST-Embedding-v0
thenlper/gte-base,139594,129,mit,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'openvino', 'bert', 'mteb', 'sentence-similarity', 'Sentence Transformers', 'en', 'arxiv:2308.03281', 'license:mit', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'deploy:azure', 'region:us']",['eval'],82013,https://huggingface.co/thenlper/gte-base
intfloat/e5-base,136073,24,mit,"['sentence-transformers', 'pytorch', 'safetensors', 'bert', 'mteb', 'Sentence Transformers', 'sentence-similarity', 'en', 'arxiv:2212.03533', 'arxiv:2104.08663', 'arxiv:2210.07316', 'license:mit', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],81690,https://huggingface.co/intfloat/e5-base
lmms-lab/llava-onevision-qwen2-7b-ov,131089,60,apache-2.0,"['transformers', 'safetensors', 'llava', 'text-generation', 'multimodal', 'conversational', 'en', 'zh', 'dataset:lmms-lab/LLaVA-OneVision-Data', 'arxiv:2408.03326', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],5675,https://huggingface.co/lmms-lab/llava-onevision-qwen2-7b-ov
Jean-Baptiste/roberta-large-ner-english,122735,77,mit,"['transformers', 'pytorch', 'tf', 'onnx', 'safetensors', 'roberta', 'token-classification', 'en', 'dataset:conll2003', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],407,https://huggingface.co/Jean-Baptiste/roberta-large-ner-english
BAAI/bge-large-en,121263,219,mit,"['transformers', 'pytorch', 'safetensors', 'bert', 'feature-extraction', 'mteb', 'sentence-transfomres', 'en', 'arxiv:2310.07554', 'arxiv:2309.07597', 'license:mit', 'model-index', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],81917,https://huggingface.co/BAAI/bge-large-en
shibing624/text2vec-base-multilingual,117901,58,apache-2.0,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'bert', 'feature-extraction', 'sentence-similarity', 'transformers', 'text2vec', 'mteb', 'zh', 'en', 'de', 'fr', 'it', 'nl', 'pt', 'pl', 'ru', 'dataset:shibing624/nli-zh-all', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],90737,https://huggingface.co/shibing624/text2vec-base-multilingual
jonatasgrosman/wav2vec2-large-xlsr-53-english,117392,475,apache-2.0,"['transformers', 'pytorch', 'jax', 'safetensors', 'wav2vec2', 'automatic-speech-recognition', 'audio', 'en', 'hf-asr-leaderboard', 'mozilla-foundation/common_voice_6_0', 'robust-speech-event', 'speech', 'xlsr-fine-tuning-week', 'dataset:common_voice', 'dataset:mozilla-foundation/common_voice_6_0', 'doi:10.57967/hf/3569', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'region:us', 'deploy:azure']",['robust'],1410,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-english
jonatasgrosman/wav2vec2-xls-r-1b-portuguese,116395,14,apache-2.0,"['transformers', 'pytorch', 'wav2vec2', 'automatic-speech-recognition', 'hf-asr-leaderboard', 'mozilla-foundation/common_voice_8_0', 'pt', 'robust-speech-event', 'dataset:mozilla-foundation/common_voice_8_0', 'doi:10.57967/hf/3575', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'region:us', 'deploy:azure']","['robust', 'eval']",1665,https://huggingface.co/jonatasgrosman/wav2vec2-xls-r-1b-portuguese
Alibaba-NLP/gte-Qwen2-1.5B-instruct,113386,225,apache-2.0,"['sentence-transformers', 'safetensors', 'qwen2', 'text-generation', 'mteb', 'transformers', 'Qwen2', 'sentence-similarity', 'custom_code', 'arxiv:2308.03281', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-generation-inference', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",['eval'],179025,https://huggingface.co/Alibaba-NLP/gte-Qwen2-1.5B-instruct
knkarthick/MEETING_SUMMARY,110699,194,apache-2.0,"['transformers', 'pytorch', 'tf', 'safetensors', 'bart', 'text2text-generation', 'seq2seq', 'summarization', 'en', 'license:apache-2.0', 'model-index', 'endpoints_compatible', 'region:us', 'deploy:azure']",['robust'],20847,https://huggingface.co/knkarthick/MEETING_SUMMARY
Lajavaness/bilingual-embedding-large,108646,27,apache-2.0,"['sentence-transformers', 'safetensors', 'bilingual', 'feature-extraction', 'sentence-similarity', 'transformers', 'sentence-embedding', 'mteb', 'custom_code', 'fr', 'en', 'arxiv:2010.08240', 'arxiv:1911.02116', 'arxiv:1908.10084', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],317726,https://huggingface.co/Lajavaness/bilingual-embedding-large
Snowflake/snowflake-arctic-embed-m-v1.5,107129,64,apache-2.0,"['sentence-transformers', 'onnx', 'safetensors', 'gguf', 'bert', 'feature-extraction', 'sentence-similarity', 'mteb', 'arctic', 'snowflake-arctic-embed', 'transformers.js', 'arxiv:2412.04506', 'arxiv:2407.18887', 'arxiv:2405.05374', 'arxiv:2205.13147', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",['eval'],346729,https://huggingface.co/Snowflake/snowflake-arctic-embed-m-v1.5
jinaai/jina-embeddings-v2-base-de,105769,81,apache-2.0,"['sentence-transformers', 'pytorch', 'onnx', 'safetensors', 'bert', 'fill-mask', 'feature-extraction', 'sentence-similarity', 'mteb', 'transformers', 'transformers.js', 'custom_code', 'de', 'en', 'arxiv:2108.12409', 'arxiv:2402.17016', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'region:eu']",['eval'],98297,https://huggingface.co/jinaai/jina-embeddings-v2-base-de
hiieu/halong_embedding,99013,34,apache-2.0,"['sentence-transformers', 'safetensors', 'xlm-roberta', 'sentence-similarity', 'feature-extraction', 'generated_from_trainer', 'loss:MatryoshkaLoss', 'loss:MultipleNegativesRankingLoss', 'vi', 'en', 'arxiv:1908.10084', 'arxiv:2205.13147', 'arxiv:1705.00652', 'base_model:intfloat/multilingual-e5-base', 'base_model:finetune:intfloat/multilingual-e5-base', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],2752,https://huggingface.co/hiieu/halong_embedding
Alibaba-NLP/gte-Qwen2-7B-instruct,94721,471,apache-2.0,"['sentence-transformers', 'safetensors', 'qwen2', 'text-generation', 'mteb', 'transformers', 'Qwen2', 'sentence-similarity', 'custom_code', 'arxiv:2308.03281', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-generation-inference', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",['eval'],179329,https://huggingface.co/Alibaba-NLP/gte-Qwen2-7B-instruct
Alibaba-NLP/gme-Qwen2-VL-2B-Instruct,90175,121,apache-2.0,"['sentence-transformers', 'safetensors', 'qwen2_vl', 'image-to-text', 'mteb', 'transformers', 'Qwen2-VL', 'sentence-similarity', 'vidore', 'custom_code', 'en', 'zh', 'arxiv:2412.16855', 'base_model:Qwen/Qwen2-VL-2B-Instruct', 'base_model:finetune:Qwen/Qwen2-VL-2B-Instruct', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-generation-inference', 'endpoints_compatible', 'region:us']",['eval'],118817,https://huggingface.co/Alibaba-NLP/gme-Qwen2-VL-2B-Instruct
TURKCELL/bert-offensive-lang-detection-tr,89303,7,mit,"['transformers', 'safetensors', 'bert', 'text-classification', 'turkish', 'offensive-language-detection', 'tr', 'dataset:offenseval2020_tr', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],177,https://huggingface.co/TURKCELL/bert-offensive-lang-detection-tr
littlejohn-ai/bge-m3-spa-law-qa,87762,17,apache-2.0,"['sentence-transformers', 'safetensors', 'xlm-roberta', 'sentence-similarity', 'feature-extraction', 'generated_from_trainer', 'dataset_size:21352', 'loss:MatryoshkaLoss', 'loss:MultipleNegativesRankingLoss', 'es', 'arxiv:1908.10084', 'arxiv:2205.13147', 'arxiv:1705.00652', 'arxiv:2509.09467', 'base_model:BAAI/bge-m3', 'base_model:finetune:BAAI/bge-m3', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",['eval'],14390,https://huggingface.co/littlejohn-ai/bge-m3-spa-law-qa
Snowflake/snowflake-arctic-embed-m-long,85786,38,apache-2.0,"['sentence-transformers', 'onnx', 'safetensors', 'nomic_bert', 'feature-extraction', 'sentence-similarity', 'mteb', 'arctic', 'snowflake-arctic-embed', 'transformers.js', 'custom_code', 'arxiv:2407.18887', 'arxiv:2405.05374', 'arxiv:2104.09864', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",['eval'],91644,https://huggingface.co/Snowflake/snowflake-arctic-embed-m-long
dariolopez/bge-m3-es-legal-tmp-6,79628,2,apache-2.0,"['sentence-transformers', 'safetensors', 'xlm-roberta', 'sentence-similarity', 'feature-extraction', 'generated_from_trainer', 'dataset_size:2947', 'loss:MatryoshkaLoss', 'loss:MultipleNegativesRankingLoss', 'es', 'arxiv:1908.10084', 'arxiv:2205.13147', 'arxiv:1705.00652', 'base_model:BAAI/bge-m3', 'base_model:finetune:BAAI/bge-m3', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us']",['eval'],14260,https://huggingface.co/dariolopez/bge-m3-es-legal-tmp-6
sdadas/mmlw-roberta-base,55848,3,apache-2.0,"['sentence-transformers', 'pytorch', 'safetensors', 'roberta', 'feature-extraction', 'sentence-similarity', 'transformers', 'mteb', 'pl', 'arxiv:2402.13350', 'license:apache-2.0', 'model-index', 'autotrain_compatible', 'text-embeddings-inference', 'endpoints_compatible', 'region:us', 'deploy:azure']",['eval'],37845,https://huggingface.co/sdadas/mmlw-roberta-base
OpenMed/OpenMed-NER-PharmaDetect-ModernMed-395M,53972,0,apache-2.0,"['transformers', 'safetensors', 'modernbert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'chemical-entity-recognition', 'drug-discovery', 'pharmacology', 'biocuration', 'chem', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],613,https://huggingface.co/OpenMed/OpenMed-NER-PharmaDetect-ModernMed-395M
vidore/colpali-v1.3,51987,78,mit,"['colpali', 'safetensors', 'vidore', 'vidore-experimental', 'visual-document-retrieval', 'en', 'dataset:vidore/colpali_train_set', 'arxiv:2004.12832', 'arxiv:2407.01449', 'arxiv:2106.09685', 'base_model:vidore/colpaligemma-3b-pt-448-base', 'base_model:finetune:vidore/colpaligemma-3b-pt-448-base', 'license:mit', 'region:us']",['eval'],210,https://huggingface.co/vidore/colpali-v1.3
OpenMed/OpenMed-NER-GenomicDetect-ModernClinical-149M,47331,0,apache-2.0,"['transformers', 'safetensors', 'modernbert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'gene-recognition', 'genetics', 'genomics', 'molecular-biology', 'cell-line-name', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['risk'],550,https://huggingface.co/OpenMed/OpenMed-NER-GenomicDetect-ModernClinical-149M
OpenMed/OpenMed-NER-PharmaDetect-PubMed-109M,47131,0,apache-2.0,"['transformers', 'safetensors', 'bert', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'chemical-entity-recognition', 'drug-discovery', 'pharmacology', 'biocuration', 'chem', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],613,https://huggingface.co/OpenMed/OpenMed-NER-PharmaDetect-PubMed-109M
OpenMed/OpenMed-NER-PharmaDetect-MultiMed-568M,46068,0,apache-2.0,"['transformers', 'safetensors', 'xlm-roberta', 'token-classification', 'named-entity-recognition', 'biomedical-nlp', 'chemical-entity-recognition', 'drug-discovery', 'pharmacology', 'biocuration', 'chem', 'en', 'arxiv:2508.01630', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",['eval'],613,https://huggingface.co/OpenMed/OpenMed-NER-PharmaDetect-MultiMed-568M
